,id,gender,car,realty,cnt_children,income,income_type,education_type,fam_status,housing_type,mobile_phone,work_phone,phone,email,job_title,cnt_fam_members,age,work_experience,bad_debt,good_debt,status
16549,5100046,f,0,1,1,108000,working,secondary,married,house,1,0,0,0,cleaning_staff,3,33,9,0,21,1
2039,5022604,m,0,1,0,337500,working,higher_education,married,house,1,0,0,0,managers,2,37,15,5,13,1
7677,5050515,f,0,0,0,225000,commercial_associate,secondary,civil_marriage,house,1,1,0,0,sales_staff,2,54,9,0,25,1
21507,5126843,f,0,1,0,135000,working,secondary,married,house,1,0,0,0,laborers,2,56,5,0,2,1
11194,5067595,f,1,1,0,135000,working,secondary,married,house,1,0,0,0,cooking_staff,2,41,3,0,15,1
1459,5021477,f,0,1,0,135000,working,secondary,married,house,1,0,1,1,cooking_staff,2,33,7,0,11,1
6168,5041981,f,0,0,0,211500,commercial_associate,higher_education,married,with_parents,1,1,1,0,laborers,2,41,13,0,56,1
18811,5115526,m,1,1,0,252000,working,secondary,married,house,1,0,1,0,core_staff,2,60,22,0,42,1
15726,5095852,f,0,0,0,225000,working,secondary,widow,house,1,0,0,0,accountants,1,57,16,0,44,1
9794,5061696,m,0,1,0,157500,commercial_associate,incomplete_higher,separated,house,1,0,0,0,security_staff,1,37,6,0,44,1
17494,5106152,m,1,1,0,135000,working,secondary,married,house,1,0,1,0,laborers,2,40,10,0,12,1
11274,5067755,f,0,1,0,135000,working,higher_education,married,house,1,0,0,0,private_service_staff,2,61,24,0,17,1
14384,5090898,f,1,0,2,121500,commercial_associate,secondary,married,house,1,1,0,0,laborers,4,31,8,0,28,1
8946,5054258,m,0,0,0,202500,working,secondary,married,house,1,1,0,0,laborers,2,28,8,1,8,1
1623,5021777,f,0,1,0,292500,commercial_associate,higher_education,civil_marriage,house,1,0,0,0,laborers,2,40,5,0,36,1
8810,5054055,m,1,0,1,112500,working,secondary,married,rented_apartment,1,1,0,0,laborers,3,32,10,0,25,1
8308,5053134,m,1,1,1,234000,working,secondary,married,house,1,0,0,0,high_skill_tech_staff,3,32,10,0,44,1
2920,5024271,m,1,1,2,315000,working,higher_education,married,house,1,0,0,0,core_staff,4,47,4,0,29,1
8765,5053954,f,0,0,2,85500,commercial_associate,higher_education,married,house,1,0,1,0,high_skill_tech_staff,4,38,13,0,15,1
10621,5066436,m,1,1,0,157500,working,secondary,married,house,1,0,0,1,drivers,2,48,2,0,15,1
18017,5113367,m,0,1,0,148500,commercial_associate,higher_education,single,house,1,0,1,1,medicine_staff,1,26,6,0,50,1
2547,5023544,f,0,1,0,90000,state_servant,secondary,civil_marriage,house,1,1,1,0,core_staff,2,44,11,0,27,1
141,5008995,f,1,1,0,270000,working,secondary,separated,house,1,1,1,0,cleaning_staff,1,46,4,0,19,1
5692,5038807,m,1,1,0,202500,commercial_associate,higher_education,married,house,1,0,0,1,laborers,2,35,15,22,21,0
3848,5028405,f,1,1,0,247500,commercial_associate,secondary,married,house,1,0,0,0,sales_staff,2,41,4,0,7,1
6317,5042270,f,1,1,0,112500,working,secondary,married,house,1,0,0,0,laborers,2,25,3,0,10,1
7746,5050616,m,1,0,0,90000,working,secondary,single,house,1,0,0,0,drivers,1,47,26,0,6,1
6233,5042113,f,0,0,0,144000,working,secondary,married,municipal_apartment,1,1,1,0,sales_staff,2,46,28,0,8,1
2435,5023313,m,1,0,1,225000,working,secondary,married,house,1,0,0,0,laborers,3,29,6,0,16,1
20406,5118423,f,0,0,0,157500,working,secondary,married,house,1,1,1,0,cooking_staff,2,51,13,0,26,1
14936,5091835,f,1,1,3,54000,working,secondary,married,house,1,0,0,0,laborers,5,35,6,0,2,1
3791,5028310,m,0,0,0,157500,commercial_associate,secondary,civil_marriage,house,1,0,0,0,security_staff,2,33,1,1,16,1
12275,5069441,f,0,1,0,135000,working,secondary,single,house,1,0,0,0,sales_staff,1,24,3,0,2,1
10649,5066488,f,1,1,1,166500,working,secondary,married,house,1,0,0,1,medicine_staff,3,38,11,0,24,1
18283,5113808,f,0,1,1,337500,working,secondary,married,house,1,0,0,1,core_staff,3,36,10,0,15,1
11448,5068095,f,1,1,1,234000,commercial_associate,secondary,married,house,1,0,0,0,sales_staff,3,30,5,0,28,1
17779,5112942,f,1,1,1,270000,working,secondary,separated,house,1,0,0,0,sales_staff,2,44,3,0,15,1
16919,5105160,m,0,1,2,450000,commercial_associate,higher_education,married,house,1,1,1,0,managers,4,34,6,0,40,1
2510,5023499,f,0,0,1,63000,working,secondary,single,municipal_apartment,1,0,0,0,cleaning_staff,2,47,13,0,8,1
8712,5053851,m,1,0,0,184500,working,secondary,married,municipal_apartment,1,0,0,0,laborers,2,50,4,0,18,1
19676,5117135,f,0,1,0,270000,working,higher_education,single,house,1,0,0,0,sales_staff,1,29,3,4,21,1
9432,5058379,f,0,0,0,121500,commercial_associate,secondary,married,house,1,0,1,0,laborers,2,50,26,0,13,1
11951,5068906,f,1,1,1,157500,commercial_associate,secondary,married,house,1,0,0,0,sales_staff,3,43,13,0,2,1
11575,5068313,m,0,1,1,198000,commercial_associate,incomplete_higher,single,house,1,0,0,0,managers,2,27,1,0,19,1
14686,5091427,f,0,1,0,225000,working,higher_education,married,house,1,1,1,0,managers,2,45,9,0,17,1
24363,5148987,f,1,1,1,540000,state_servant,incomplete_higher,married,house,1,0,0,0,core_staff,3,37,1,0,46,1
8375,5053254,f,1,1,0,180000,commercial_associate,secondary,married,house,1,1,0,0,managers,2,52,6,16,16,0
9435,5058382,f,0,0,0,112500,working,higher_education,single,house,1,0,0,0,core_staff,1,26,1,0,7,1
2610,5023642,m,1,0,2,225000,working,secondary,married,house,1,0,0,0,drivers,4,41,7,3,7,1
1564,5021673,m,0,1,1,225000,working,secondary,married,house,1,1,0,0,laborers,3,38,2,0,17,1
13076,5087963,m,1,1,0,157500,working,secondary,married,house,1,0,0,0,drivers,2,43,7,0,7,1
4476,5029587,f,0,1,0,157500,commercial_associate,secondary,married,house,1,0,0,0,managers,2,51,6,2,16,1
6930,5046099,f,1,0,0,202500,working,secondary,civil_marriage,house,1,0,0,0,medicine_staff,2,52,4,0,18,1
20095,5117806,f,1,0,0,90000,commercial_associate,incomplete_higher,married,house,1,0,0,0,sales_staff,2,32,3,0,56,1
5241,5036610,m,1,1,0,157500,working,higher_education,married,with_parents,1,0,0,0,accountants,2,31,3,0,15,1
2008,5022561,f,0,1,1,225000,working,higher_education,married,house,1,0,0,0,sales_staff,3,36,4,0,40,1
10140,5062457,f,0,1,0,270000,state_servant,higher_education,married,house,1,1,1,0,managers,2,38,1,2,11,1
22634,5139678,f,0,1,0,99000,commercial_associate,higher_education,single,house,1,1,1,0,sales_staff,1,29,4,0,4,1
15670,5095726,m,1,0,1,135000,commercial_associate,secondary,married,house,1,0,0,0,laborers,3,26,4,0,21,1
17528,5111099,f,1,1,2,67500,working,higher_education,married,municipal_apartment,1,0,0,0,secretaries,4,34,9,0,6,1
21142,5126122,f,1,0,0,72000,working,secondary,married,house,1,1,1,0,medicine_staff,2,42,1,0,27,1
18777,5115484,f,1,1,0,157500,commercial_associate,higher_education,married,house,1,0,0,0,sales_staff,2,47,9,0,24,1
22284,5137083,m,1,0,1,180000,commercial_associate,secondary,married,house,1,1,0,0,laborers,3,40,1,0,14,1
17557,5111137,m,1,1,1,90000,working,secondary,married,house,1,0,0,0,drivers,3,39,7,0,6,1
23763,5145833,f,0,1,0,67500,working,secondary,married,house,1,0,0,0,core_staff,2,54,7,0,7,1
15704,5095809,f,0,0,2,112500,working,secondary,married,house,1,1,0,0,sales_staff,4,30,1,0,59,1
17452,5106080,f,0,0,0,135000,commercial_associate,higher_education,married,house,1,0,0,0,laborers,2,36,6,0,7,1
17235,5105740,f,0,1,3,292500,commercial_associate,secondary,married,house,1,0,0,0,core_staff,5,34,2,2,21,1
12977,5087534,m,0,1,0,81000,commercial_associate,higher_education,single,house,1,0,1,0,laborers,1,28,6,2,14,1
5004,5035774,f,0,1,0,225000,working,secondary,married,house,1,0,0,0,sales_staff,2,49,4,0,17,1
1967,5022459,m,1,1,1,144000,working,secondary,married,house,1,0,0,1,drivers,3,24,3,0,8,1
10415,5065497,f,1,1,0,270000,commercial_associate,secondary,married,house,1,0,1,0,accountants,2,51,17,1,29,1
15023,5091972,f,0,1,0,171000,commercial_associate,secondary,married,house,1,0,0,0,cooking_staff,2,42,7,0,16,1
18413,5113999,f,0,0,2,202500,working,secondary,married,house,1,0,0,0,sales_staff,4,37,8,1,12,1
21524,5132292,f,0,1,0,247500,commercial_associate,secondary,civil_marriage,house,1,0,0,0,sales_staff,2,59,12,0,14,1
595,5009845,m,1,0,0,180000,working,secondary,married,house,1,1,0,0,security_staff,2,44,1,0,46,1
21554,5132438,f,0,1,1,315000,working,secondary,married,house,1,0,0,0,high_skill_tech_staff,3,47,3,0,20,1
10793,5066864,f,0,1,2,54000,working,secondary,married,house,1,0,0,0,sales_staff,4,28,3,0,10,1
19751,5117267,m,0,1,0,225000,working,secondary,single,house,1,0,0,0,medicine_staff,1,46,1,0,20,1
6730,5045698,f,0,1,1,135000,commercial_associate,secondary,married,house,1,0,0,0,laborers,3,30,3,0,5,1
3084,5024557,m,0,1,0,112500,working,secondary,married,house,1,1,0,0,laborers,2,39,11,0,1,1
15137,5092205,m,1,1,0,180000,working,higher_education,married,house,1,0,1,0,laborers,2,33,14,0,12,1
2998,5024396,f,0,0,0,117000,working,secondary,married,municipal_apartment,1,0,0,0,sales_staff,2,37,4,0,9,1
11780,5068647,m,0,1,0,135000,working,secondary,single,with_parents,1,0,0,0,drivers,1,32,3,0,15,1
4667,5033482,f,1,0,0,270000,commercial_associate,higher_education,married,house,1,1,0,0,managers,2,34,2,0,10,1
10250,5062662,m,1,1,1,144000,working,secondary,married,house,1,0,0,0,laborers,3,37,3,0,41,1
17919,5113227,f,1,1,2,387000,commercial_associate,secondary,married,house,1,0,0,0,accountants,4,42,1,0,20,1
6543,5045275,f,0,1,2,180000,working,secondary,married,house,1,0,0,0,core_staff,4,38,9,0,8,1
4693,5033538,f,1,0,3,540000,working,higher_education,married,house,1,0,0,0,laborers,5,37,5,0,8,1
3932,5028526,f,1,1,0,180000,commercial_associate,higher_education,married,house,1,0,0,0,core_staff,2,56,18,0,28,1
16427,5099842,f,0,1,2,112500,working,higher_education,married,house,1,1,1,1,core_staff,4,41,6,0,12,1
24060,5146535,f,1,0,1,67500,state_servant,secondary,married,house,1,0,0,0,core_staff,3,42,4,0,3,1
21138,5126117,f,1,0,0,360000,commercial_associate,incomplete_higher,married,house,1,1,1,0,managers,2,45,5,0,12,1
10410,5065491,f,0,1,0,112500,commercial_associate,secondary,civil_marriage,house,1,1,1,0,medicine_staff,2,35,3,0,13,1
1213,5010959,m,1,1,0,337500,commercial_associate,secondary,married,house,1,0,0,0,sales_staff,2,41,4,0,44,1
12732,5085659,f,0,0,0,135000,working,secondary,single,rented_apartment,1,0,0,0,laborers,1,38,4,0,17,1
19090,5116035,m,1,1,0,126000,working,higher_education,single,house,1,1,0,0,managers,1,40,3,15,18,1
20160,5117986,f,0,1,0,32400,state_servant,secondary,married,house,1,0,0,0,managers,2,53,16,0,4,1
5844,5041264,f,0,1,0,99000,state_servant,higher_education,married,house,1,1,1,0,laborers,2,51,23,0,45,1
8387,5053280,m,1,1,0,202500,working,secondary,married,house,1,0,1,0,drivers,2,43,7,8,41,1
1833,5022199,m,1,1,3,135000,working,secondary,married,house,1,0,0,1,laborers,5,33,3,0,28,1
13578,5089326,f,0,0,0,72000,working,secondary,single,house,1,1,1,0,sales_staff,1,31,1,0,10,1
9108,5054548,f,0,1,0,202500,working,secondary,civil_marriage,house,1,0,0,0,sales_staff,2,42,5,0,17,1
1126,5010808,f,0,1,1,135000,working,higher_education,married,house,1,0,0,0,accountants,3,38,2,0,10,1
19566,5116910,m,1,1,0,112500,working,secondary,civil_marriage,house,1,1,1,0,laborers,2,50,19,2,30,1
10390,5065443,f,1,0,2,270000,working,secondary,married,with_parents,1,0,0,0,managers,4,37,7,0,5,1
6972,5046165,m,1,1,0,225000,commercial_associate,higher_education,married,house,1,0,0,0,laborers,2,40,7,0,60,1
10751,5066774,m,1,1,0,225000,commercial_associate,secondary,married,house,1,1,0,0,managers,2,28,6,0,17,1
19699,5117169,f,0,0,1,135000,state_servant,secondary,separated,house,1,0,0,0,medicine_staff,2,45,15,0,25,1
9000,5054331,m,0,0,0,126000,working,secondary,married,house,1,1,0,0,laborers,2,63,27,0,14,1
5827,5041209,f,0,1,0,180000,working,higher_education,widow,house,1,0,0,0,secretaries,1,64,6,0,7,1
4879,5033919,m,1,1,0,247500,working,secondary,married,house,1,0,0,0,drivers,2,60,8,0,48,1
18569,5114359,f,1,0,0,337500,working,secondary,married,house,1,1,1,0,laborers,2,47,2,0,16,1
21079,5126027,m,1,0,0,306000,working,incomplete_higher,civil_marriage,house,1,0,1,1,laborers,2,32,5,0,34,1
17759,5112908,f,1,0,0,360000,working,higher_education,married,house,1,0,0,1,accountants,2,43,2,0,37,1
2121,5022744,f,0,0,1,202500,commercial_associate,secondary,separated,house,1,0,0,0,sales_staff,2,30,9,0,28,1
15481,5095271,f,1,1,0,126000,commercial_associate,secondary,married,house,1,0,0,0,core_staff,2,29,3,0,5,1
6886,5046008,f,0,1,0,103500,state_servant,secondary,civil_marriage,house,1,0,0,0,cooking_staff,2,31,2,1,5,1
2949,5024309,f,0,1,1,90000,commercial_associate,secondary,married,house,1,0,0,0,laborers,3,36,15,0,9,1
9270,5056029,f,1,1,0,360000,working,secondary,separated,house,1,1,0,0,medicine_staff,1,30,2,0,22,1
13159,5088359,m,0,1,0,270000,working,secondary,married,house,1,0,0,0,laborers,2,35,10,1,8,1
11935,5068889,f,0,1,0,225000,working,secondary,married,house,1,0,0,0,medicine_staff,2,65,14,0,47,1
18021,5113383,f,0,0,0,90000,working,secondary,married,municipal_apartment,1,0,1,0,laborers,2,53,8,0,16,1
5681,5038779,f,0,1,0,81000,state_servant,higher_education,widow,house,1,0,0,0,high_skill_tech_staff,1,54,19,0,19,1
13074,5087961,m,1,1,0,157500,working,secondary,married,house,1,0,0,0,drivers,2,43,7,0,7,1
23125,5142634,m,1,0,2,180000,commercial_associate,secondary,married,house,1,1,0,0,laborers,4,34,10,1,25,1
15659,5095688,m,0,0,2,216000,working,secondary,married,house,1,0,1,0,laborers,4,41,3,0,3,1
19277,5116395,f,0,1,0,193500,state_servant,higher_education,married,house,1,0,0,0,core_staff,2,31,4,0,2,1
20526,5118617,f,0,0,0,270000,commercial_associate,higher_education,single,house,1,0,0,0,sales_staff,1,44,15,0,53,1
13316,5088880,f,1,1,0,292500,commercial_associate,secondary,married,house,1,0,0,1,laborers,2,43,9,0,49,1
5544,5038513,f,0,1,0,103500,working,incomplete_higher,married,house,1,0,0,0,laborers,2,33,13,0,17,1
21771,5135337,f,1,1,0,225000,working,higher_education,married,house,1,1,1,0,accountants,2,45,9,0,4,1
2271,5022964,f,1,1,3,135000,working,secondary,married,house,1,0,0,0,accountants,5,36,4,0,7,1
2827,5024070,m,1,1,0,292500,commercial_associate,secondary,married,with_parents,1,0,1,0,laborers,2,27,8,0,40,1
22465,5137435,f,0,0,1,157500,commercial_associate,higher_education,married,house,1,1,0,0,laborers,3,34,3,0,7,1
3021,5024440,f,0,0,0,202500,working,secondary,married,house,1,0,0,0,sales_staff,2,55,10,0,31,1
4394,5029424,f,0,1,1,315000,state_servant,secondary,civil_marriage,house,1,0,0,1,core_staff,3,31,7,1,17,1
1379,5021328,f,0,1,0,90000,state_servant,higher_education,married,house,1,0,0,0,cooking_staff,2,49,11,0,30,1
12367,5074638,m,0,1,0,270000,working,higher_education,married,house,1,0,1,0,managers,2,38,11,0,6,1
5099,5036135,m,1,1,0,675000,commercial_associate,higher_education,married,house,1,1,0,0,managers,2,50,7,0,6,1
11716,5068549,m,1,1,0,117000,commercial_associate,secondary,married,house,1,0,0,0,laborers,2,53,3,0,27,1
17364,5105962,f,1,0,1,225000,commercial_associate,higher_education,civil_marriage,with_parents,1,0,1,1,accountants,3,28,2,0,7,1
2202,5022858,f,0,0,0,202500,working,higher_education,single,rented_apartment,1,0,1,1,managers,1,54,4,0,14,1
7310,5047973,m,1,1,1,157500,working,higher_education,married,house,1,0,0,0,laborers,3,27,9,0,10,1
18425,5114014,m,1,0,0,225000,working,secondary,single,house,1,0,0,0,drivers,1,23,3,0,25,1
23245,5142815,m,1,0,0,126000,commercial_associate,incomplete_higher,married,house,1,0,1,0,laborers,2,29,8,0,19,1
6268,5042212,f,0,0,0,225000,commercial_associate,higher_education,married,house,1,1,1,0,drivers,2,29,2,0,13,1
20882,5125702,f,1,1,1,207000,working,higher_education,married,house,1,0,1,1,accountants,3,30,7,0,10,1
413,5009458,f,0,0,0,202500,state_servant,higher_education,married,house,1,0,1,0,laborers,2,48,4,0,17,1
299,5009265,m,1,0,0,337500,state_servant,higher_education,married,with_parents,1,1,1,0,managers,2,29,5,0,36,1
8891,5054175,m,1,0,1,135000,working,higher_education,married,house,1,1,0,0,managers,3,34,5,0,10,1
554,5009775,m,0,0,0,135000,working,secondary,separated,house,1,0,0,0,laborers,1,39,9,0,14,1
895,5010432,f,1,0,1,180000,working,secondary,married,house,1,0,0,0,sales_staff,3,31,1,0,49,1
10385,5065437,f,1,0,2,270000,working,secondary,married,with_parents,1,0,0,0,managers,4,37,7,0,22,1
2488,5023447,f,0,1,0,180000,commercial_associate,secondary,married,house,1,0,0,0,sales_staff,2,57,2,0,2,1
24452,5149171,m,1,1,0,202500,commercial_associate,secondary,married,house,1,0,0,0,laborers,2,59,9,17,31,1
19182,5116235,f,0,1,1,157500,working,secondary,married,house,1,0,0,0,drivers,3,50,5,0,9,1
3158,5024678,f,0,1,1,180000,working,higher_education,separated,house,1,0,0,0,hr_staff,2,42,5,0,6,1
2151,5022790,f,0,0,0,112500,working,secondary,separated,house,1,0,0,0,core_staff,1,34,1,0,14,1
15390,5095100,f,0,1,2,202500,working,higher_education,married,house,1,0,1,0,high_skill_tech_staff,4,38,9,1,13,1
12955,5087479,m,1,1,0,157500,working,secondary,married,house,1,1,1,0,high_skill_tech_staff,2,61,20,0,9,1
24447,5149159,m,1,1,0,247500,working,secondary,married,house,1,1,0,0,laborers,2,30,10,3,42,1
14892,5091774,f,0,1,0,225000,working,incomplete_higher,single,house,1,0,0,0,managers,1,54,6,0,10,1
8776,5054007,f,1,0,0,292500,commercial_associate,secondary,married,house,1,1,0,0,managers,2,55,18,0,9,1
8053,5051260,f,0,0,0,180000,commercial_associate,secondary,married,house,1,0,0,0,sales_staff,2,50,12,0,26,1
18082,5113468,m,0,1,0,315000,working,higher_education,single,house,1,0,0,0,core_staff,1,30,9,0,20,1
9568,5061187,f,0,1,1,180000,state_servant,higher_education,married,house,1,0,0,1,high_skill_tech_staff,3,31,10,0,5,1
8629,5053718,f,1,1,1,225000,working,higher_education,separated,house,1,0,0,0,core_staff,2,41,5,0,6,1
17058,5105396,f,0,1,0,135000,working,incomplete_higher,single,house,1,0,0,0,secretaries,1,30,2,0,5,1
4594,5029778,f,0,1,0,112500,state_servant,secondary,married,house,1,0,0,0,medicine_staff,2,59,3,0,10,1
11318,5067821,m,0,1,0,180000,commercial_associate,secondary,single,house,1,0,0,0,sales_staff,1,49,3,0,2,1
3583,5026155,f,0,1,1,67500,commercial_associate,secondary,married,house,1,0,0,0,accountants,3,33,10,0,14,1
13842,5089768,m,1,1,2,225000,working,secondary,married,house,1,1,0,0,laborers,4,30,7,0,28,1
19540,5116868,f,1,1,1,139500,working,secondary,married,house,1,0,0,0,security_staff,3,41,22,0,38,1
15175,5092279,f,0,1,0,360000,working,secondary,married,house,1,1,1,0,laborers,2,43,16,0,5,1
4514,5029653,f,0,1,0,630000,working,higher_education,separated,house,1,1,1,0,accountants,1,61,5,0,36,1
2971,5024351,m,1,1,0,585000,commercial_associate,secondary,married,with_parents,1,0,0,0,drivers,2,46,5,0,31,1
12245,5069399,m,0,1,0,157500,working,secondary,single,house,1,1,1,0,core_staff,1,23,5,0,32,1
18424,5114010,f,0,0,2,202500,working,secondary,married,house,1,0,0,0,sales_staff,4,37,8,0,28,1
4097,5028850,m,1,1,1,157500,working,secondary,married,house,1,0,0,0,laborers,3,38,9,0,27,1
23308,5142927,f,0,0,1,292500,working,incomplete_higher,married,house,1,1,1,0,sales_staff,3,35,12,0,10,1
23388,5143060,f,0,0,0,135000,working,secondary,married,with_parents,1,1,1,0,core_staff,2,28,2,0,12,1
1039,5010679,m,1,1,0,292500,working,higher_education,married,house,1,0,0,0,managers,2,29,7,0,55,1
13684,5089542,f,1,0,0,180000,working,secondary,married,house,1,1,1,0,laborers,2,51,16,0,22,1
9131,5054598,m,1,1,0,135000,commercial_associate,secondary,married,house,1,0,0,0,laborers,2,32,7,0,49,1
14818,5091646,f,1,0,0,135000,working,secondary,married,house,1,0,0,0,laborers,2,53,18,0,6,1
21874,5135541,m,1,1,5,202500,working,secondary,married,co-op_apartment,1,0,0,0,managers,7,32,8,0,3,1
5911,5041473,f,0,0,2,135000,state_servant,incomplete_higher,married,with_parents,1,1,1,0,core_staff,4,32,7,0,9,1
3880,5028442,m,1,1,0,315000,working,higher_education,married,house,1,0,0,0,managers,2,43,10,0,23,1
14663,5091381,f,1,1,2,216000,working,higher_education,married,house,1,0,0,0,core_staff,4,35,14,1,17,1
16976,5105241,f,0,0,0,112500,working,secondary,married,house,1,0,0,0,medicine_staff,2,39,4,0,38,1
25031,5150118,f,1,1,1,90000,state_servant,secondary,married,house,1,1,1,0,medicine_staff,3,49,19,0,10,1
3606,5026224,m,1,1,0,225000,commercial_associate,secondary,married,house,1,0,1,0,security_staff,2,67,2,1,11,1
20594,5125200,f,0,1,0,202500,working,incomplete_higher,single,house,1,0,0,0,core_staff,1,51,20,0,2,1
21167,5126156,m,0,0,0,180000,working,secondary,married,house,1,1,1,0,laborers,2,40,1,0,5,1
19137,5116126,f,1,1,1,560250,working,secondary,single,house,1,0,0,0,sales_staff,2,36,7,0,16,1
8187,5052849,f,0,1,0,45000,commercial_associate,secondary,married,house,1,1,1,0,sales_staff,2,44,4,0,24,1
1129,5010811,f,0,1,1,135000,working,higher_education,married,house,1,0,0,0,accountants,3,38,2,0,10,1
15878,5096108,f,1,0,2,112500,working,secondary,civil_marriage,house,1,1,1,0,sales_staff,4,30,2,0,10,1
19203,5116260,f,0,1,4,180000,commercial_associate,secondary,married,house,1,0,0,0,core_staff,6,48,21,0,33,1
6959,5046140,f,0,1,0,126000,working,secondary,civil_marriage,house,1,0,1,0,sales_staff,2,45,3,0,17,1
9184,5054689,m,0,1,0,225000,commercial_associate,higher_education,single,house,1,0,0,0,sales_staff,1,28,7,0,22,1
1725,5021973,f,0,0,1,103500,working,secondary,married,house,1,0,0,0,sales_staff,3,33,4,0,5,1
8115,5052693,m,0,1,0,180000,commercial_associate,secondary,married,house,1,0,0,0,laborers,2,29,5,0,32,1
20654,5125288,f,0,0,1,202500,working,secondary,separated,house,1,0,0,0,laborers,2,39,1,0,42,1
9293,5056076,f,1,0,2,144000,working,secondary,married,house,1,0,0,0,cooking_staff,4,42,6,0,11,1
13835,5089759,f,0,0,0,58500,working,secondary,married,house,1,0,1,0,security_staff,2,38,2,0,4,1
9747,5061572,f,0,0,0,189000,working,secondary,married,municipal_apartment,1,0,0,0,laborers,2,51,1,0,47,1
8595,5053672,f,1,1,0,225000,commercial_associate,secondary,single,house,1,0,1,0,high_skill_tech_staff,1,34,4,0,33,1
19671,5117129,f,0,1,1,247500,working,secondary,married,house,1,0,0,0,managers,3,36,4,0,7,1
12670,5079229,f,1,1,0,270000,commercial_associate,secondary,civil_marriage,house,1,0,0,0,sales_staff,2,54,4,0,8,1
13746,5089626,f,0,0,0,315000,commercial_associate,higher_education,married,house,1,1,1,1,sales_staff,2,45,1,0,8,1
14991,5091921,f,0,1,2,72000,working,secondary,married,house,1,1,1,0,medicine_staff,4,43,16,1,3,1
5105,5036215,f,0,1,0,99000,working,secondary,married,house,1,0,0,0,sales_staff,2,43,3,0,12,1
10815,5066906,f,0,1,1,180000,commercial_associate,higher_education,civil_marriage,with_parents,1,0,0,1,hr_staff,3,32,3,0,12,1
583,5009831,m,1,0,0,166500,working,higher_education,married,with_parents,1,1,0,0,core_staff,2,29,5,0,20,1
15837,5096059,f,0,0,2,73350,working,secondary,married,house,1,0,0,0,medicine_staff,4,40,20,0,37,1
125,5008957,f,1,1,0,135000,working,secondary,married,house,1,0,0,0,laborers,2,49,5,0,40,1
8692,5053825,m,1,1,0,180000,working,incomplete_higher,single,house,1,0,0,0,laborers,1,30,5,0,32,1
23785,5145866,f,0,0,1,180000,commercial_associate,secondary,married,house,1,0,0,0,laborers,3,39,3,0,33,1
1124,5010806,f,0,1,1,135000,working,higher_education,married,house,1,0,0,0,accountants,3,38,2,0,12,1
21118,5126080,f,0,1,1,112500,state_servant,secondary,married,house,1,0,0,0,managers,3,41,8,0,26,1
199,5009094,m,1,1,1,765000,working,higher_education,married,house,1,1,0,0,managers,3,34,4,0,4,1
23435,5143139,m,0,0,0,112500,commercial_associate,secondary,married,house,1,1,0,0,drivers,2,56,16,1,27,1
6375,5044514,f,0,1,0,270000,commercial_associate,secondary,married,house,1,0,1,0,managers,2,42,20,0,8,1
18170,5113597,f,0,0,0,81000,working,secondary,civil_marriage,with_parents,1,0,1,0,sales_staff,2,33,8,3,11,1
21252,5126301,f,0,0,0,270000,commercial_associate,secondary,married,house,1,1,1,0,cooking_staff,2,55,2,0,41,1
5486,5037207,m,0,1,3,180000,working,secondary,married,house,1,1,1,0,drivers,5,35,6,0,23,1
4760,5033659,m,0,1,0,225000,commercial_associate,secondary,married,house,1,0,0,0,laborers,2,53,11,0,19,1
698,5010023,f,0,1,0,135000,working,secondary,married,house,1,0,0,0,laborers,2,57,7,1,8,1
652,5009934,f,0,1,2,157500,working,secondary,married,house,1,0,0,0,sales_staff,4,30,7,0,11,1
6110,5041884,f,0,0,0,180000,working,higher_education,married,house,1,0,0,0,core_staff,2,33,9,0,52,1
2461,5023400,f,0,1,0,99000,commercial_associate,secondary,widow,house,1,0,0,0,security_staff,1,60,4,0,11,1
18426,5114015,m,1,0,0,225000,working,secondary,single,house,1,0,0,0,drivers,1,23,3,0,7,1
9621,5061278,m,0,0,0,157500,working,secondary,married,house,1,1,1,1,private_service_staff,2,39,8,0,20,1
13048,5087880,f,0,0,0,234000,state_servant,higher_education,civil_marriage,house,1,0,0,1,core_staff,2,61,15,1,14,1
5354,5036879,f,0,1,1,256500,state_servant,higher_education,married,house,1,0,1,0,managers,3,49,4,0,14,1
21479,5126777,f,0,1,1,112500,working,secondary,separated,house,1,0,1,0,laborers,2,50,26,1,35,1
21352,5126518,m,1,0,0,157500,working,higher_education,married,house,1,0,1,0,laborers,2,57,7,0,36,1
6103,5041827,f,1,0,0,112500,working,secondary,married,municipal_apartment,1,0,1,0,sales_staff,2,48,3,0,16,1
1606,5021742,f,0,1,1,112500,working,secondary,married,house,1,0,0,1,core_staff,3,29,8,0,6,1
1727,5021975,f,0,0,1,103500,working,secondary,married,house,1,0,0,0,sales_staff,3,33,4,1,10,1
508,5009646,m,0,0,0,117000,working,secondary,single,house,1,1,0,0,low-skill_laborers,1,41,11,0,16,1
1573,5021683,m,0,1,0,202500,commercial_associate,secondary,separated,house,1,0,0,0,cleaning_staff,1,52,10,2,51,1
20936,5125812,m,1,1,0,225000,working,secondary,single,house,1,1,1,0,laborers,1,40,6,0,18,1
23617,5143502,f,0,1,1,121500,working,higher_education,married,house,1,1,0,0,accountants,3,33,9,0,42,1
862,5010366,f,1,1,1,157500,working,higher_education,separated,house,1,0,0,1,medicine_staff,2,27,6,0,46,1
